filename,title,description,keywords,category,releases_needed
004-2.jpg,Serene Home Meditation Corner with Cushion and Candles,"A calm and peaceful home meditation space featuring a round meditation cushion on a woven rug, two softly glowing candles, a small green indoor plant on a wooden stool, and a minimalist wooden shelf with natural decor. The space is illuminated by gentle natural light coming through a nearby window with light curtains, creating a warm and inviting atmosphere perfect for mindfulness and relaxation.","meditation, meditation cushion, home meditation, calm, serene, peaceful, mindfulness, relaxation, wellness, indoor plant, potted plant, candles, candlelight, natural light, window, curtains, minimalist, minimalism, neutral colors, beige, warm light, wooden floor, rug, woven rug, wooden stool, decor, interior design, cozy, quiet space, zen, spiritual, home interior, calming space, soft focus, natural materials, simple, tranquil",Lifestyle,[]
004-3.jpg,Minimalist Meditation Nook with Cushion and Candles,"Square format image of a serene and minimalist meditation space at home featuring a comfortable beige meditation cushion, a round cushion on top, a small indoor plant in a ceramic pot, three lit candles on a wooden tray, and soft natural light coming through a window. The setting includes calming neutral tones, a woven rug on wooden flooring, and beige curtains, creating a peaceful and inviting atmosphere for mindfulness and relaxation.","meditation, meditation nook, calm, serene, minimalist, mindfulness, relaxation, home interior, indoor plant, candles, lit candles, natural light, window light, neutral tones, beige cushion, round cushion, wooden floor, woven rug, peaceful, quiet space, cozy, simple decor, zen, wellness, spiritual, clean composition, soft shadows, warm colors, calming atmosphere, home sanctuary, contemplation, stillness, relaxing space, decorative tray, ceramic pot, plant leaves, square format, social media, mindfulness app","Home, Garden & Architecture",[]
004-4.jpg,"Peaceful Meditation Corner with Cushion, Candles, and Indoor Plant","Vertical composition of a calm and serene meditation space at home featuring a gray meditation cushion on a round woven rug, a wooden bench with lit candles and a potted green plant, soft natural light filtering through sheer curtains, warm neutral tones, and a minimalistic style.","meditation, meditation corner, meditation cushion, calm, serene, peaceful, relaxation, wellness, mindfulness, indoor plant, green plant, candles, lit candles, soft natural light, sheer curtains, neutral colors, warm tones, minimalistic, home interior, wooden floor, wooden bench, cozy, zen, spiritual, yoga space, quiet space, tranquil, comfortable, round rug, floor cushion, natural light, interior design, peace, meditation room, calming space, home decor, relaxing atmosphere, stillness, quiet corner",Lifestyle,False
005-1.jpg,Modern Living Room with Smart Home Technology,"A modern living room featuring smart home technology, including a generic smart speaker and a tablet control panel on a wooden table. The room has ambient smart lighting, contemporary furniture with a beige sofa and armchair, a large window with a cityscape view, and a clean, minimalistic design with neutral color tones.","modern living room, smart home technology, smart speaker, tablet control panel, ambient lighting, contemporary furniture, minimalistic design, neutral colors, beige sofa, armchair, wooden table, cityscape view, large window, interior design, home automation, technology, living space, cozy, decor, modern decor, smart lighting, home control, wireless technology, digital interface, clean design, no people, indoor plant, rug, artwork, evening lighting, relaxing space, home electronics, furniture design, smart home device, connected home, technology lifestyle",Technology,[]
packet-2026-06-12-002-2.jpg,Modern Flexible Hybrid Meeting Room with Digital Devices,"Close-up view of a flexible hybrid meeting room table featuring a laptop, tablet, and large monitor displaying AI project management, AI analysis, and generative AI model interfaces. The modern office setting includes ergonomic chairs and natural lighting, emphasizing a clean and technology-driven workspace without people or branding.","hybrid meeting, meeting room, conference table, digital devices, laptop, tablet, monitor, AI tools, artificial intelligence, project management, data analysis, technology, office, workspace, modern office, ergonomic chairs, corporate, business, technology workspace, remote collaboration, teamwork, data visualization, charts, graphs, clean design, natural lighting, no people, no branding, no logos, professional, innovation, work environment, tech setup, digital workspace, business tools, office technology, flexible seating, interactive screens",Business & Finance,[]
packet-2026-06-12-002-3.jpg,Modern Flexible Hybrid Meeting Room with AI Collaboration Technology,"Square image of a modern, bright, and clean flexible hybrid meeting room featuring a wooden table with multiple laptops and tablets displaying AI-powered collaboration interfaces. The room includes comfortable gray chairs, a sofa, and large windows allowing natural light. A digital interface is projected on a glass wall, emphasizing teamwork and data visualization without any visible people or branding.","modern, meeting room, hybrid meeting, flexible seating, collaboration, AI technology, digital interface, laptops, tablets, data visualization, teamwork, office interior, workspace, technology, business, conference, bright interior, natural light, glass wall, wooden table, gray chairs, sofa, clean design, no people, no branding, digital collaboration, remote work, innovation, high tech, user interface, charts, graphs, network, communication, technology workspace, modern office, corporate, professional, team meeting, office space",Business & Finance,False
packet-2026-06-12-002-4.jpg,Modern Flexible Hybrid Meeting Room with AI Collaboration Technology,"A bright and professional hybrid meeting room featuring flexible seating arrangements, multiple digital devices displaying AI-powered collaboration software, a large wall-mounted screen with project dashboards, and minimalist decor. The space is well-lit with natural light from large windows, includes a whiteboard with notes, and plants for a welcoming atmosphere. No people or branding are visible, emphasizing a clean and modern workspace environment.","hybrid meeting room, flexible seating, modern office, collaboration technology, AI software, digital devices, laptop, tablet, conference table, office interior, workspace, team collaboration, project dashboard, whiteboard, minimalist design, natural light, large windows, plants, professional environment, business meeting, remote work, video conferencing, technology integration, office furniture, bright room, no people, clean workspace, meeting space, conference room, communication tools, data visualization, team workspace, soft shadows, wooden floor, modern lighting, office decor, workspace innovation, technology workspace, collaborative environment",Business,[]
packet-2026-06-12-003-2.jpg,Square Layout of Customizable Artisan Products on Rustic Wooden Table,"A square image showcasing a neatly arranged collection of bespoke and customizable artisan products on a rustic wooden table. The composition includes a ceramic mug, a leather-bound journal with geometric design, a rolled patterned textile, colorful fabric swatches, hand-painted wooden coasters, a green linen pouch with leather tie, and natural twine. Soft natural lighting highlights the textures and unique designs of each item, emphasizing craftsmanship and personalized product selection without any branding or visible people.","artisan, customizable, bespoke, handmade, craftsmanship, personalized, unique design, rustic, wooden table, ceramic mug, leather journal, patterned textile, fabric swatches, hand-painted, wooden coasters, linen pouch, natural twine, soft lighting, texture, colorful, decorative, craft supplies, creative, home decor, square format, ecommerce, social media, arrangement, natural materials, cozy, warm tones, artisanal, crafting, design elements, no branding, no people, no logos, no text",Lifestyle,False
packet-2026-06-12-003-4.jpg,Elegant Retail Display of Handmade Artisan Products,"A warm and inviting retail display featuring a variety of handcrafted artisan products including ceramic mugs, leather journals, woven textiles, potted plants, and unique jewelry pieces arranged on wooden shelves and tables. The scene showcases personalized and bespoke items with intricate designs and natural textures, illuminated by soft lighting in a clean, brand-free environment.","artisan, handmade, craftsmanship, retail display, ceramic mugs, leather journals, woven textiles, potted plants, jewelry, earrings, necklaces, rings, wooden shelves, natural textures, bespoke products, personalized, warm lighting, inviting, elegant, decorative bowls, succulent plants, table display, modern retail, no people, no branding, soft shadows, high detail, unique designs, artisan details, craft store, handcrafted, minimalist, neutral colors, cozy atmosphere, product presentation, creative display",Lifestyle,False
packet-2026-06-12-004-1.jpg,Warm and Inviting Retail Store Interior with Organized Displays,"A spacious and welcoming retail store interior featuring neatly arranged shelves and tables with folded clothing, baskets, and home goods. The store is illuminated with soft, ambient warm lighting creating a comfortable shopping environment. The layout is clean and organized, emphasizing a calm and inviting atmosphere without any visible people or specific branding.","retail store, interior, organized displays, warm lighting, ambient lighting, folded clothing, baskets, home goods, shelves, tables, shopping environment, comfortable, spacious, clean layout, modern design, minimalist, neutral colors, wooden furniture, textiles, ceramics, decorative items, soft lighting, no people, no branding, no logos, retail interior, store layout, customer comfort, organized shelves, product display, inviting atmosphere, retail space, store design, home accessories, clothing store, shopping space, well lit, retail merchandising",Retail,False
packet-2026-06-12-004-2.jpg,Cozy Retail Store Interior with Organized Shelves and Natural Products,"A warm and inviting retail store interior featuring neatly organized wooden shelves and tables filled with a variety of natural and eco-friendly products. The store includes glass jars, pottery, woven baskets, textiles, and potted plants, all arranged in a cozy, well-lit space with wooden flooring and soft lighting. The atmosphere is calm and rustic, emphasizing sustainable and artisanal goods without visible branding or people.","retail store, interior, organized shelves, product display, natural products, eco-friendly, wooden shelves, glass jars, pottery, woven baskets, textiles, folded cloths, potted plants, greenery, warm lighting, wooden floor, rustic, cozy, inviting, store layout, home goods, kitchenware, minimalist, sustainable, artisanal, no people, no branding, no logos, soft shadows, natural light, decor, shelves, jars, bottles, baskets, handcrafted, organized, clean, calm, neutral colors",Retail,[]
packet-2026-06-12-004-3.jpg,Cozy Retail Store Interior with Neatly Arranged Product Displays,"Square format image of a warm and inviting retail store interior featuring wooden shelves and tables with neatly organized generic products including towels, ceramics, books, and home goods. The space is well-lit with balanced warm lighting and has a comfortable, loyalty-focused atmosphere without any visible people, logos, or brand names.","retail store, interior, cozy, warm lighting, wooden shelves, product displays, organized, home goods, ceramics, towels, blankets, books, neutral colors, inviting, comfortable, loyalty focused, square format, modern retail, minimalist, no people, no logos, no brand names, store interior, shopping environment, home decor, table display, ambient lighting, natural materials, retail design, store shelves, clean layout, customer comfort, organized shelves, retail marketing, product arrangement, retail ambiance, wooden floor, track lighting, no reflections",Retail,[]
packet-2026-06-12-004-4.jpg,Bright and Inviting Retail Store Interior with Organized Product Displays,"A modern retail store interior featuring neatly arranged product displays on wooden shelves and tables. The space is well-lit with natural light from large windows and warm pendant lighting, creating a welcoming and cozy atmosphere. The store showcases home goods, textiles, ceramics, and greenery in a minimalist, organized layout designed to encourage customer loyalty. No visible people or branding elements are present.","retail store, interior design, product display, organized shelves, wooden furniture, ceramics, textiles, home goods, minimalist, modern, natural light, large windows, pendant lighting, warm atmosphere, cozy, plants, greenery, decor, baskets, neutral colors, linen, blankets, bowls, mugs, candles, customer loyalty, inviting space, catalog style, promotional, well-lit, soft shadows, no people, no branding, no logos, organized layout, retail environment, shopping interior",Retail,[]
packet-2026-06-12-005-2.jpg,Bright and Cheerful Summer Retail Display with Seasonal Decorations,"A vibrant summer retail display featuring colorful beach towels, flip-flops, sun hats, sunglasses, water bottles, sunscreen, and summer-themed decorations including paper lanterns and garlands with suns, pineapples, and flamingos. The scene is bright and optimistic with no visible people or branding, showcasing a variety of generic summer products arranged neatly on wooden shelves and racks in a well-lit store environment.","summer, retail, display, store, shopping, seasonal, decorations, bright, colorful, beach towels, flip flops, sun hats, sunglasses, water bottles, sunscreen, summer products, paper lanterns, garland, pineapple, flamingo, sun, summer sale, summer shopping, summer accessories, beach accessories, summer fashion, summer vibes, tropical, holiday, vacation, warm weather, outdoor, sun protection, summer fun, colorful display, no people, no branding, cheerful, optimistic",Retail,False
